,Unnamed: 0,text,pseudo_label_rubert,confidence_rubert,pred_label,confidence,agree?,pseudo_label_ensemble_final,pseudo_label_final
518,518,"Заказала 14 мая. 10 августа открыла спор, так как товар не был отправлен из за проблем с доставкой. Попросила вернуть деньги. Жду. ",одежда,0.8080808252847823,нет товара,0.990262508392334,False,одежда,одежда
519,519,"Размер только на ог/от/об 89/73/96, плечо 37, рост 164. Тогда как на фото продавца. На размер более получатся в обтяг, она конечно тянется, но это просто ужасно.",одежда,0.9720831968283504,unknown,0.3487071394920349,False,одежда,одежда
520,520,"Супер!!! Очень красивая блузка, качество отличное, смотрится замечательно. Принёс курьер домой)))",одежда,0.8992593365892648,одежда,0.6775546669960022,True,одежда,одежда
521,521,кофточка не плохая долго шла только.ну рукава коротковаты. не соответствуют этому размеру.должны бы быть подлиннее,одежда,0.981905741632861,одежда,0.956343710422516,True,одежда,одежда
522,522,"Заказ не пришёл , деньги не вернули ",нет товара,0.9148369760862392,нет товара,0.9941154718399048,True,нет товара,нет товара
523,523,"товар ждали два с половиной месяца...!Не дождались!!! после открытого спора и недельной переписки с продавцом, вернули деньги!!!",нет товара,0.6180385322328891,нет товара,0.8866538405418396,True,нет товара,нет товара
524,524,На груди большая зацепка-вырвана нитка горизонтально почти по всей длинне. Ткань именно серый цвет очень сильно синтетическая. Брала такую же другого цвета-все понравилось. Серую-не рекомендую. ,одежда,0.9697390737697276,текстиль,0.9686003923416138,False,текстиль,одежда
525,525,"Во первых платье прозрачное,во вторых швы  кривые, в третьих  нитки висят везде на платье.",одежда,0.8604535473930809,одежда,0.7736207842826843,True,одежда,одежда
526,526,"Посылка пришла быстро , но свитер был поврежден :( . Часть денег вернули! ",одежда,0.8322448748791637,одежда,0.6383512020111084,True,одежда,одежда
527,527,"Немного не аккуратные боковые швы, а так неплохие, мягкие, приятные к телу, запаха нет. Посмотрим как в носке будут. В целом рекомендую",одежда,0.9234995094973604,unknown,0.2994228899478912,False,одежда,одежда
528,528,"Платье отлично село. качество материала норм, все швы аккуратненькие. Рукава чуть коротковатые, но это не критично. Доставка три недели",одежда,0.977290702609716,одежда,0.6433283090591431,True,одежда,одежда
529,529,жесть...нитки весят чуть ли не до колен-единственный минус,одежда,0.8054785633761362,текстиль,0.93910950422287,False,текстиль,одежда
530,530,If you order in the dimensional table set one size in my parameters. And came one size smaller. Jacket small to me.,одежда,0.912312180835698,одежда,0.9471023082733154,True,одежда,одежда
531,531,"Лиф красивый,  но грудь не поддерживает (косточки не прилегают,  а торчат). Так, прикид на уютный вечер с любимым, не более. Не функционален, просто красивая тряпочка.",одежда,0.8452331783264146,unknown,0.409351646900177,False,одежда,одежда
532,532,"Очень крутые джинсы, огромное спасибо продавцу. Заказывала xs, подошли идеально.",одежда,0.9621593223635608,unknown,0.4997601211071014,False,одежда,одежда
533,533,"качество не оч, и какая то не пропорциональная. не как на картинке. на 300 р и 3 звезды тянет. брала xl хотя ношу м. села тютя в тютю",одежда,0.971196002389099,unknown,0.4627658128738403,False,одежда,одежда
534,534,Размер L великоват ,одежда,0.9244147350552624,unknown,0.2200929671525955,False,одежда,одежда
535,535,"Всё очень здорово! Лёгкая, воздушная, тонкая и плотная ткань высокого качества немного просвечивается даже через подъюбник. Заказала 16.06. Привезли 30.06. Выбирала размер S. Рост 165, вес 52 кг. Закажу ещё. Спасибо.",одежда,0.9719220792688154,текстиль,0.8532959818840027,False,текстиль,одежда
536,536,"Джемпер мягкий, приятный к телу, без запаха, размер взяла М, сел отлично (ог 87, т 65) бирки никакой нет, состав не могу сказать. С продавцом не общалась. ",одежда,0.9244529403691278,unknown,0.4611944854259491,False,одежда,одежда
537,537,"куртка очень красивая пошита качествено  , доставуа быстрая",одежда,0.9205995781689148,одежда,0.6759029030799866,True,одежда,одежда
538,538,"Товар до сих пор не отправлен, он только готов к отправке... верните деньги!!!",нет товара,0.7934988350706725,нет товара,0.9853445291519164,True,нет товара,нет товара
539,539,плохое качество,одежда,0.8964335698160152,unknown,0.414220780134201,False,одежда,одежда
540,540,"Всё, как в описании,  шапочка вязаная,  внутри утепленная",одежда,0.8820048657764669,одежда,0.7034069895744324,True,одежда,одежда
541,541,"Жуткая синтетика, ткань даже скрепит. Но зато очень яркая",одежда,0.948413735882689,текстиль,0.9822850227355956,False,текстиль,одежда
542,542,"Заказывала М на 165 рос 60 кг,  но было мол мерка не влезла. качество отличное",одежда,0.970977097870476,unknown,0.2623917460441589,False,одежда,одежда
543,543,отличная юбка,одежда,0.7672137263605341,одежда,0.9724071621894836,True,одежда,одежда
544,544,все супер!!!!Размер подошел!Доставка очень быстрая!,одежда,0.6105329843618903,unknown,0.2614628970623016,False,одежда,одежда
545,545,"Товар не соответствует. Нет меха на воротнике,нет карманов клапонов.  В нескольных местах грязные,ржавые пятна. шнурок черного цвета без пряжечков. Нитки торчат по всей курти так как плохо простроченны.",одежда,0.8457820156364196,нет товара,0.8215668797492981,False,одежда,одежда
546,546,"заказ шёл ну очень долго, да еще и как нарочно они коротки мне. вцелом осталась не довольна. заказывала М(мой рост 168, об 87) у кого ножки длинные можно L заказать",одежда,0.962365767188889,unknown,0.4262665510177612,False,одежда,одежда
547,547,"Доставили очень быстро.  Качество отличное, выглядит маленьким, но хорошо тянется, по весу тяжелый, мягкий. На размер 46-48 взяла XL, подошёл. Рукава нормальные, не короткие. Очень теплый свитер.",одежда,0.9890827953140618,одежда,0.758398175239563,True,одежда,одежда
548,548,"Очень хорошие штанишки, трикотаж прямо бархатный, СПАСИБО",одежда,0.9365735047208258,unknown,0.3532722592353821,False,одежда,одежда
549,549,"Лосины замечательного качества! отлично смотрятся, швы ровные!!!! спасибо продавцу!!!!
Трек не отслеживался, но все прибыло в срок!",одежда,0.9540841898708178,unknown,0.4313075542449951,False,одежда,одежда
550,550,Маловата в груди(( и манжеты куцые какие то,одежда,0.9456691253854465,unknown,0.5592435002326965,False,одежда,одежда
551,551,"Синтетика сплошная, мало, брала размер L на рост 158, грудь 90, талия 70, бедра 98. Обтянуто как любительскую колбасу. Жаль деньги, буду как то расшивать, но синтетику не очень хочется носить...",одежда,0.9574418613647332,текстиль,0.8884626030921936,False,текстиль,одежда
552,552,"Размерная сетка не соответсвует действительности, очень жаль, так ждала эту юбку. На бёдра 96 см юбка в размере М оказалась огромной. Обидно тратить дополнительные деньги на ателье, чтобы ее ушили",одежда,0.9255471330852532,одежда,0.9684088826179504,True,одежда,одежда
553,553,"Не пришли,спор длился недели 2-3..",нет товара,0.7757480329510911,нет товара,0.8725467324256897,True,нет товара,нет товара
554,554,Платье крутое! Тем более за такую цену! Советую !,одежда,0.8536745562846618,одежда,0.9332492351531982,True,одежда,одежда
555,555,"Шапка пришла в СПб за 1,5 месяца. качество хорошее. рекомендую! особенно хорош фиолетовый цвет!",одежда,0.9389133482987274,unknown,0.4372847080230713,False,одежда,одежда
556,556,100 % синтетика!!! еще самая дешевая синтетика! Прям стеклянная! не знаю где там этот хлопок! да еще и шло очень долго,одежда,0.859218674471889,текстиль,0.9739812016487122,False,текстиль,одежда
557,557,"Продавец не уточнил, что надо брать на 3 размера больше, очень маленькая кофточка",одежда,0.9162934467570042,одежда,0.9522615075111388,True,одежда,одежда
558,558,"Шло долго, нитки торчат везде, хотели носить осенью а уже зима...Так что до весны, там и затестируем.",одежда,0.8286447242811876,текстиль,0.8287091851234436,False,текстиль,одежда
559,559,"ужасное качество,",одежда,0.7617598516238641,unknown,0.5279704928398132,False,одежда,одежда
560,560,"Не указан материал, сделано очень грубо, швы плохие, мне попался с дыркой на рукаве.",одежда,0.7540202718797401,нет товара,0.8606486916542053,False,одежда,одежда
561,561,"На хлопок не похоже, нитки торчат. размер не соответствует, нужно брать  на 2-3 размера больше.",одежда,0.962869675411683,unknown,0.4639862775802612,False,одежда,одежда
562,562,"Заказывала две майки, но к сожалению розовая не пришла. Деньги вернули по спору. ",одежда,0.8975230016094597,одежда,0.782538115978241,True,одежда,одежда
563,563,"продавец что-то напутал с адресом.Половину пути трек отслеживания потом нет.очень долго отправлял.Вообщем заказывала на лето,но оно к сожалению прошло.....в целом цена-качество соответствует",одежда,0.7176586343983145,нет товара,0.8908287286758423,False,одежда,одежда
564,564,нашла дырку на платье,одежда,0.6938205497279729,одежда,0.9187596440315248,True,одежда,одежда
565,565,"очень плахой материал,совсем не соответствует фото.кароче фигня",одежда,0.8198571182593694,нет товара,0.8953661918640137,False,одежда,одежда
566,566,"Оказалсь велика, но всё равно ставлю 5 звезд, так как это уже моя ошибка. Рост 168, ОГ-92, ОТ-62. L велика, на размер меньше над о было брать. Я оказалось не такой жирной, как думала. Пизда.",одежда,0.9468701338607218,unknown,0.3997127711772918,False,одежда,одежда
567,567,Спасибо за платье.Отличное. По размеру подошло.,одежда,0.9394801911986752,одежда,0.9809507131576538,True,одежда,одежда
568,568,"Пальто смотрится хорошо, но есть претензии к пошиву...Вылезают нитки, что нарушает ромбовидную отстрочку рисунка....получаются пробелы. На боковых швах накулемлено и присборено.",одежда,0.9350593112451746,одежда,0.7128995656967163,True,одежда,одежда
569,569,"очень короткая , рисунок тусклый , и в целом на фото е=не очень похоже .",одежда,0.963658363055139,unknown,0.5457550883293152,False,одежда,одежда
570,570,Почти месяц не отправляли заказ. Синтетика чистая.. оч электризуется даже после антистатика. На размер 48 xl маловат((,одежда,0.8329029863775523,текстиль,0.978031575679779,False,текстиль,одежда
571,571,xxxl   максимум 48 размер не в восторге,одежда,0.605295937541068,unknown,0.4122599363327026,False,одежда,одежда
572,572,"я надеялась, что толстовка тёплая. А она из синтетического материала. На фотографии это не заметно. Я купила её в подарок. Хотя толстовка красивая. И товар пришёл довольно быстро.",одежда,0.8602084691652551,одежда,0.8625324964523315,True,одежда,одежда
573,573,"размер не соответствует((( заказывала жве пары до этого, все было размер в размер",одежда,0.8817492609700316,unknown,0.5289371609687805,False,одежда,одежда
574,574,"цвет отличается от того, что на картинке. не такой яркий. ткань тонкая, но вроде хорошая. пока непонятные впечатления, смотрится дёшево.",одежда,0.942216730986428,текстиль,0.9704982042312622,False,текстиль,одежда
575,575,"Кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.",одежда,0.9116048666399922,одежда,0.7721406817436218,True,одежда,одежда
576,576,"Хорошие легинсы, размер подошел, ношу S. Трек отслеживался немного коряво, дошли за 21 день.",одежда,0.8819836109891237,unknown,0.4556367695331573,False,одежда,одежда
577,577,"Доставка быстрая, халат неплохой но очень воняет,надо проветривать долго",одежда,0.8467278491538017,одежда,0.7665201425552368,True,одежда,одежда
578,578,"Платье,    на картинке лучше,  чем на самом деле. Пошито разными нитками,  которые торчат.Кружево пришито криво.  У кого узкая талия,  надо ушивать.",одежда,0.8296457310368458,одежда,0.7601268887519836,True,одежда,одежда
579,579,"Сегодня получила свою посылку. Дошла очень быстро -2 недели.
Толстовка разочаровала тонким и искусственным материалом.
Размер подошел. На 46 размер брала ХХL.",одежда,0.9622562812832278,текстиль,0.9430249333381652,False,текстиль,одежда
580,580,ну что могу сказать) огонь!!!за эти деньги супер бюстгалтер!!!на объем 75 и 3 взяла размер 36/80.буду заказывать ещё.,одежда,0.8797489996880543,одежда,0.7927421927452087,True,одежда,одежда
581,581,Отличная шапочка!Пришла за 10 дней в Омск,одежда,0.7516655333209041,одежда,0.7792621850967407,True,одежда,одежда
582,582,Размер S на 42 русский подошёл идеально. Даже значок положили какой просила :3 ,одежда,0.9650345832613498,unknown,0.3668964505195617,False,одежда,одежда
583,583,"пришел товар быстро, но абсолютно не тот размер чашки огромные  заказала 80 А",одежда,0.8897113801434879,unknown,0.3947726488113403,False,одежда,одежда
584,584,Пришло совсем не то что заказывали,нет товара,0.7023533545534235,нет товара,0.922111988067627,True,нет товара,нет товара
585,585,"Хорошая, тёплая толстовка! Размер на худенького подростка), моему ребёнку 13 лет, село в самый раз. Спасибо за быструю доставку и подарочек, очень приятно!",одежда,0.8212252926794797,unknown,0.3954685032367706,False,одежда,одежда
586,586,"Заказ ждали очень очень долго (2 месяца), в итоге ничего не пришло. Открыл спор, жду результат. Не рекомендую этого продавца. ",нет товара,0.7493818482815202,нет товара,0.9904457926750184,True,нет товара,нет товара
587,587,https://m.itao.com/detail/show.htm?postId=3000006674831467&lang=ru написала подробный отзыв об этом свитере!) много фото ,одежда,0.7098477888955904,одежда,0.9163243770599364,True,одежда,одежда
588,588,"Кофта маломерит. На свои параметры по таблице размеров заказала L- оказалась маловата, по факту соответствует M. За это снимаю звезды",одежда,0.8689451809036411,одежда,0.7589320540428162,True,одежда,одежда
589,589,"Пришла порвана, шла почти месяц, качество не очень, еще и мала оказалась, хотя брала на размер больше , открыла спор, но продавец даже не отреагировал на него",одежда,0.8597077544468549,нет товара,0.6138495206832886,False,одежда,одежда
590,590,"спасибо. кофта отличная. приятная к телу, внутри типа нежного флиса. пришла быстро. на свой 42-44 , взяла L, так она свободная, не в обтяжку, но плечам хорошо (плечи 36/37). очень довольна. рекомендую.",одежда,0.9820348899711135,одежда,0.7105439901351929,True,одежда,одежда
591,591,"Ткань хорошая, но модель какая-то несуразная. Спина пошита как мужская рубашка, ни о какой приталиности речи не идет. Наоборот очень широкая, как для горба. Не буду носить.",одежда,0.9503820586282186,текстиль,0.9280285239219666,False,текстиль,одежда
592,592,"отличная жилетка,на 44 подошёл М,
длинна на на картинке короткая,есть немного ниток,но не критично,качества хорошего и наполнителя достаточно,я довольна.В подарок продавец положил резинку для волос,спасибо.",одежда,0.94583960122866,одежда,0.7005107998847961,True,одежда,одежда
593,593,"Товар шел около месяца. Платье тонкое. На карманах черный кож. заменитель смотрится дешево. Платье на бедрах сшито не закругленно, а криво. Придеться перешивать. Платье не стоит этих денег.",одежда,0.9591597363814072,одежда,0.8304420113563538,True,одежда,одежда
594,594,"Не точное описание,пришла толстовка, подобие пальто",одежда,0.7169697443122192,одежда,0.7118556499481201,True,одежда,одежда
595,595,"очень клевые джинсы...Без ниток и запаха, все целое.Цвет красивый.Продавец молодец все быстро отправил и подарочек положил( браслетик)",одежда,0.9195645331967116,unknown,0.3112399280071258,False,одежда,одежда
596,596,"Юбка оказалась мала, хоть и подбирала ее по размерной таблице. Плюс дырки для пуговиц были не прорезаны.",одежда,0.9441180519001944,одежда,0.9274996519088744,True,одежда,одежда
597,597,заказала 8.08. пришла 06.09. на мои ог 90 от 75 об 100 L в самый раз. рукав на тонкую руку. перешивала пуговицы. блузкой очень довольна.,одежда,0.9094555887989852,одежда,0.7590278387069702,True,одежда,одежда
598,598,качество товара подвело,одежда,0.7431465928647678,unknown,0.4785946309566498,False,одежда,одежда
599,599,Посылка не пришла и не отслеживалась.,нет товара,0.8565074267216807,нет товара,0.9932788610458374,True,нет товара,нет товара
600,600,"Ткань тонкая, размер L идёт на М ",одежда,0.9736525800756772,текстиль,0.9330065250396729,False,текстиль,одежда
601,601,"Спасибо большое продавцу, свитер очень хороший мягкий к телу( без всяких браков) , быстрая доставка в течении 2 недель в Саратов, РЕКОМЕНДУЮ",одежда,0.9635939745730804,одежда,0.8577234745025635,True,одежда,одежда
602,602,качествово хорошее но размер 31  не подошел на рост 1.65 и кг 68 товар шел медлено,одежда,0.914412305327146,одежда,0.8590961694717407,True,одежда,одежда
603,603,"товар не пришел, деньги не вернули. не советую",нет товара,0.887875081131782,нет товара,0.9953917860984802,True,нет товара,нет товара
604,604,Горловина растянутая и сильно топорщится. Рукава широкие. Короче пошив не очень и это мягко сказано. Чистая синтетика самая дешёвая. Мне не нравится.,одежда,0.9818370361414144,текстиль,0.9634275436401368,False,текстиль,одежда
605,605,"кофточка хорошая, но, к сожалению, рукав был порван. продавец аккуратно заштопал дырку, то шов все равно виден.",одежда,0.9514809589183096,одежда,0.8508806824684143,True,одежда,одежда
606,606,"ждала два месяца-не пришло,деньги вернул.",нет товара,0.8058558736351158,нет товара,0.940160036087036,True,нет товара,нет товара
607,607,заказ не получила!!!! денег не вернули!!!,нет товара,0.8506916556368628,нет товара,0.9922057390213012,True,нет товара,нет товара
608,608,"Доставка быстрая, но произошла какая то ошибка и костюм для жены так и не получил, пришел не тот товар, (авто аксессуары  какие-то),  деньги вернули, к продавцу претензий нет, скорее ошибка почты.",одежда,0.8033861438203768,unknown,0.4907130599021911,False,одежда,одежда
609,609,"Как только получила, померяла и сразу пошли две стрелки от ластовицы вверх, к спине. Размер оказался великоват. Надо было брать на размер меньше. С продавцом не общалась.",одежда,0.9450996146879334,unknown,0.2739558517932892,False,одежда,одежда
610,610,"Все отлично! В Москву товар шел около месяца с учетом новогодних праздников. Носочки чистые, аккуратные. Спасибо!",одежда,0.8613007589498682,unknown,0.4549133777618408,False,одежда,одежда
611,611,доставка быстрая. размерной таблице не соответствие.  оказались велики.,одежда,0.615073538029622,нет товара,0.65360426902771,False,одежда,одежда
612,612,"Не рекомендую данное платье.Размер который посоветовал продавец оказался велик. Сшито платье криво, везде нитки торчат, только на тряпки. Не тратьте зря деньги.",одежда,0.9798161810588534,одежда,0.9369645714759828,True,одежда,одежда
613,613,"Всё супер, подошёл.",одежда,0.6758234438830236,unknown,0.2529375851154327,False,одежда,одежда
614,614,товар не пришел. деньги вернули. продовец очень общительный,нет товара,0.7639075529946942,нет товара,0.9954717755317688,True,нет товара,нет товара
615,615,"В размерах указано грудь 104 см. У меня грудь 102 см и мало. Ткань тонкая, просвечивает, нитки торчат, местами не прошито. Покупать не советую",одежда,0.986344059089548,текстиль,0.8275284171104431,False,текстиль,одежда
616,616,зачем заказала? ужасно. все в затяжках,одежда,0.8205910915045525,unknown,0.4505541324615478,False,одежда,одежда
617,617,"Платье по качеству не плохое, при росте 162 разрез почти на попе, длина до колен не доходит, цвет не соответствует картинке, пришёл светлее, не красивый цвет",одежда,0.9707662091368584,одежда,0.8528627157211304,True,одежда,одежда
618,618,Ужасное качество!!!!!!!куски ткани торчат со всех сторон,одежда,0.7850119626283937,текстиль,0.9517036080360411,False,текстиль,одежда
619,619,"Очень долгая доставка. Внутри нитки торчат. Запах есть, сильный. Надеюсь, после стирки пройдет. В целом кофта удобная.",одежда,0.9360409635736936,одежда,0.6090794205665588,True,одежда,одежда
620,620,"Пижама хорошая ,но короткая,даже на рост 161.",одежда,0.9605631955766306,одежда,0.8800917863845825,True,одежда,одежда
621,621,"очень довольна товар пришёл за дней 10 , спасибо продавцу))",одежда,0.6343357523165682,unknown,0.2056996375322342,False,одежда,одежда
622,622,Футболка в принципе хорошая но не по описанию как на фото Я имею в виду по цвету рукава очень длинные придётся подшивать а продавцу За подарок спасибо,одежда,0.912063667294316,одежда,0.7662101984024048,True,одежда,одежда
623,623,По краю торчат нитки.,одежда,0.8820415219622463,unknown,0.3233046531677246,False,одежда,одежда
624,624,"толстовка синтетика с ворсом мягким изнутри, в будущем будут катышки, но за эту цену вполне приемлемо.",одежда,0.8626873459798466,текстиль,0.9619365930557252,False,текстиль,одежда
625,625,"кофта классная, но есть маленький дефект.",одежда,0.9392878334198956,одежда,0.874826967716217,True,одежда,одежда
626,626,"Очень тонкая синтетическая ткань. Хлопок если и есть, то мало. Много ниток, плохопрошитые швы, лампас подогнут в одном месте. В общем для дома пойдет, но не для гостей )) S на ОБ 88 нормально",одежда,0.9832747417782244,текстиль,0.9865010976791382,False,текстиль,одежда
627,627,"Красивые. Нормально по бедрам и по талии, но сами штанины страшно узкие. У меня ноги стройные, поэтому это проблема лекал",одежда,0.671545779999301,unknown,0.5925588011741638,False,одежда,одежда
628,628,не доставлены,нет товара,0.7422520675668911,нет товара,0.9718600511550904,True,нет товара,нет товара
629,629,куртка пришла со сломанной деталью,одежда,0.8737499144188117,одежда,0.8840607404708862,True,одежда,одежда
630,630,"неприятный запах, после стирки не ушел, кнопка очень тугая, сразу отодралась, приклеена была на клей, нитки торчали везде, открыла спор, вернули 200 рублей",одежда,0.9708952208686384,unknown,0.304183691740036,False,одежда,одежда
631,631,Super synthetic ,одежда,0.6229644707876082,unknown,0.3921347260475158,False,одежда,одежда
632,632,товар вообще не в размер.,нет товара,0.7501342622157076,нет товара,0.9349135160446168,True,нет товара,нет товара
633,633,отличные носочки! на 40 подошли,одежда,0.95974460700403,обувь,0.935218632221222,False,одежда,одежда
634,634,классная юбка за неделю,одежда,0.8529224406745398,одежда,0.9602090716362,True,одежда,одежда
635,635,"На фото и в описании указана длина ниже колен, но по факту платье намного короче. Ткань очень тонкая, не подходит для зимы. Заказ пришел очень быстро.",одежда,0.9625327502274864,текстиль,0.657755434513092,False,текстиль,одежда
636,636,"Пошито не аккуратно,не то что ожидала.Вот доставка удивила,прям к двери,за это большой плюс.",одежда,0.9467148919343662,текстиль,0.9265013337135316,False,текстиль,одежда
637,637,Качество матерьяла - фууу,одежда,0.9031846494996624,unknown,0.5032880902290344,False,одежда,одежда
638,638,"качество не такое как ожидала и видела на картинке, размер М оказался мал.",одежда,0.9618574708660748,unknown,0.256003588438034,False,одежда,одежда
639,639,товар не пришло . деньги вернулись.,нет товара,0.8776266230917419,нет товара,0.9955145716667176,True,нет товара,нет товара
640,640,"жесть просто,на 44-46 взяла xxl рукава норм,в груди тоже, но вот низ как распашонка.",одежда,0.9703870944463414,unknown,0.5174061059951782,False,одежда,одежда
641,641,Мягкий на ощупь. ,одежда,0.9173390887679128,unknown,0.3644315600395202,False,одежда,одежда
642,642,вместо шорт продавец прислал какую-то хрень,одежда,0.7961231809761764,нет товара,0.7575002312660217,False,одежда,одежда
643,643,товар поврежден видно на фоте не было заметно пока не одела,одежда,0.6176809829215542,одежда,0.8339474201202393,True,одежда,одежда
644,644,шняга,одежда,0.6649033622348413,нет товара,0.6512394547462463,False,одежда,одежда
645,645,"Очень долгая доставка. Ткань тонкая ,не соответствует описанию""зимнее"". Эффект комбанации обеспечен",одежда,0.9494407530305988,текстиль,0.8330615162849426,False,текстиль,одежда
646,646,"велико по размеру,рукава очень длинные и почти доколен.Мой рост 162см,вес 85кг,брала 4xl.Запах ужасный как будто в краске полоскали.",одежда,0.9761816350760342,unknown,0.5154864192008972,False,одежда,одежда
647,647,платье велико в бедрах. хоть и размер с. быстрая доставка. смотрится не очень. вырез ворота ужасный.,одежда,0.9746283469532604,одежда,0.9658398032188416,True,одежда,одежда
648,648,"милые колготки, целые, запах есть, но он выветрится",одежда,0.8484586722373878,обувь,0.6190200448036194,False,одежда,одежда
649,649,"Юбка ужасная, ещё и рваная к тому же!!! Прошу вернуть деньги!!! ",одежда,0.6661981011962533,одежда,0.6501362323760986,True,одежда,одежда
650,650,супер пупер,одежда,0.6560286332854438,unknown,0.406182050704956,False,одежда,одежда
651,651,"Футболка сделана из самого дерьмового хлопка к которому все липнет. При долгой носке скорее всего скатается. Сама по себе длинная, рукава почти до локтя. За такую цену довольна, но ткань оставляет желать лучшего :(",одежда,0.9753801665266022,unknown,0.5751002430915833,False,одежда,одежда
652,652,"Заказ пришел за месяц. Размер соответствует.  Очень довольна рубашкой: все швы ровные и аккуратные, пуговицы симпатичные, ткань приятная на ощупь.В  холодную погоду использую вместо джемпера.",одежда,0.8616092762953477,одежда,0.6327081918716431,True,одежда,одежда
653,653,На рост 163 идеально и даже ещё с запасом ) отлично тянутся муж в восторге ,одежда,0.7571131958064833,unknown,0.4407061636447906,False,одежда,одежда
654,654,еще не пришел,нет товара,0.6079158589170847,нет товара,0.9385655522346495,True,нет товара,нет товара
655,655,"По качеству плотная, на рост 159 подошёл нормально.",одежда,0.7405165105493527,unknown,0.4973265826702118,False,одежда,одежда
656,656,по фото смотриться как плотный зимний материал. а на самом деле тонкий материал. с размером не угодала. на рост 162см. чуть ниже колено. без кармана. заказала S ку. большивато.,одежда,0.9557878039962704,текстиль,0.9082114100456238,False,текстиль,одежда
657,657,"Платье супер,по качеству соответствует своей цене,нитки не торчали)",одежда,0.929210570550751,одежда,0.6755512952804565,True,одежда,одежда
658,658,наверно хорошие а так не получили,нет товара,0.8214443102661848,нет товара,0.9665271639823914,True,нет товара,нет товара
659,659,"Длина действительно только на ребёнка, литр носить как шарф с руковами, обидно .",одежда,0.7718750075719658,товары для детей,0.854010820388794,False,одежда,одежда
660,660,"Плотный хлопок, стрейч,в мелкий рубчик. По размеру. Доставил курьер СПб.",одежда,0.911898509604449,текстиль,0.9650651216506958,False,текстиль,одежда
661,661,"Всем довольна, вот только с размером не угадала. Так ношу 40-42 размер и заказала s, а платье маломерит( впритык вверху-руки и грудная клетка, а внизу все отлично( 82-63-86)",одежда,0.922845533904866,одежда,0.974126935005188,True,одежда,одежда
662,662,"Очень хорошее качество, жене оч понравился комплектик, на размер 44, заказывали S,можно было и XS",одежда,0.9103064603966496,одежда,0.9096669554710388,True,одежда,одежда
663,663,товар не пришел. и не отслеживался. деньги не вернули.,нет товара,0.9072288081021672,нет товара,0.99690580368042,True,нет товара,нет товара
664,664,Маломерка!! Пришлось отдать дочери т.к она худенькая. Очень колючий,одежда,0.9169779716083888,товары для детей,0.8429921269416809,False,одежда,одежда
665,665,"Рубашка очень сильно маломерит, непонятный крой и низкое качество ткани",одежда,0.9459293024866794,unknown,0.4716288447380066,False,одежда,одежда
666,666,Платье пришло. Хороший товар. Продавцу 5 звёзд.,одежда,0.8661167514580908,одежда,0.6776819825172424,True,одежда,одежда
667,667,фигня.выкинутые деньги.,одежда,0.739461980844725,нет товара,0.9217020869255066,False,одежда,одежда
668,668,"Брюки хорошие, но написано в описании что они теплые, а по факту тонкие не утепленные. Очень разочарована этим обманом. Заказывать у этого продавца больше не буду.",одежда,0.7519309305468618,одежда,0.7418773174285889,True,одежда,одежда
669,669,"Платье очень понравилось, в нескольких местах торчали нитки. Платье получила быстро, недели три где то(Казань)",одежда,0.8506590852665952,одежда,0.6280879974365234,True,одежда,одежда
670,670,"Материал смотрится дёшево, плохо села в плечах - торчит по краям",одежда,0.9450414713595072,текстиль,0.8226357698440552,False,текстиль,одежда
671,671,"Рост у меня 165, размер с, я взяла специально м, на размер больше. итог-платье еле прикрывает попу. Обидно, т к само платье очень красивое! ",одежда,0.9518639143823536,одежда,0.9786664247512816,True,одежда,одежда
672,672,"Носки пришли с дыркой. На стопу 23см малы, еле натянула, сдавливают пальцы.",одежда,0.9713404494235376,обувь,0.8969805240631104,False,одежда,одежда
673,673,не соответствует заявленному,нет товара,0.8919466358519336,unknown,0.4901136457920074,False,нет товара,нет товара
674,674,на фото ткань как шелк..на деле не то..ночнушка,одежда,0.9306250205688228,текстиль,0.7286806106567383,False,текстиль,одежда
675,675,"доставка очень медленная, размерная сетка не соответсвует, на размер 50-52 5XL малы, на рост 170 длина до щиколотки",одежда,0.9691987161875693,unknown,0.254552274942398,False,одежда,одежда
676,676,Заказывала третий раз. Как всегда идеально!,одежда,0.6490531566524967,unknown,0.3139245510101318,False,одежда,одежда
677,677,"Кардиган если можно так назвать, больше похож на кофточку коротковат, выглядит совсем не так как на фото, на 46 размер XL мал",одежда,0.9883393477086668,одежда,0.7471548914909363,True,одежда,одежда
678,678,"Заказала 11.11, получила 04.01, срок защиты забыла сама продлить, продавец тоже сам не продлил, но футболка дошла. Хорошая хлопковая футболка. Покупала дочери ростом 160см, вес 49 кг",одежда,0.7950115643622796,unknown,0.565687894821167,False,одежда,одежда
679,679,"пишут что осень а оно летнее вообщем

 вообще не то что хотела",одежда,0.6503722519775483,unknown,0.4506105482578277,False,одежда,одежда
